"пользуюсь данным регистратором несколько недель. это уже третий аппарат, поэтому уже знал какие функции мне нужны и какой выбирать регистратор. давно хотел с 2мя камерами.  Х1 больше понравился. сразу же обрадовал комплектность в коробке. всяких мелочей полно. 
   имеется длинный шнур для 2й камеры - это хорошо, спокойно проложил его, скрыв от людских глаз. длина зарядки это уже наверно минус. кое как все спрятал в крыше.
   качество съемки 2й камеры так себе. днем обстановку снимает, и то хорошо. уже в сумерки через тонировку почти ничего не показывает.
   огорчило то, что оказывается не могу просмотреть видео на месте. и в случае какого-либо происшествия вы ничего не  покажете ни гаишнику, ни другой стороне, если отсутствует ПК или другой гаджет. этого я никак не ожидал.
ночью основная камера снимает хорошо, засвечиваний от встречных фар нет. если постараться, можно даже номера разглядеть попутно впереди идущей машины. а днем воще все прекрасно.
   всякими датчиками удара, движения и пр не пользуюсь. сказать про это не могу. утром включил в гараже, вечером в гараже выключил. целый день снимает.
снимает быстро. запись идет автоматически после вкл. между циклами перерывов нет, иногда даже наоборот чуть-чуть друг на друга лезут. но от флешки это тоже зависит, берите не меньше 10го класса. на морозах не тупит, как мой последний агрегат, который или вообще не вкл или снимал не правильно. да и вообще глюков по герою данного отзыва замечено не было.
   вроде всё сказал. аппаратом я доволен. брал за 5 500. может чуть дороговато, но стоит того.";1
Как только у нас в регионе запустили DVB-T2 формат решил проверить, и что..... приставка сигнал видит, шкала на 100% заполнена, нажимаю поиск и в итоге кукиш с маслом. Раз пять шесть пробовал, результат нулевой шкала заполнена и ничего не находит. Зато в DVB-T все каналы нашла, при том за пару секунд, просто выставил нужную частоту. Моё мнение что производитель то балды написал что она предназначена и для DVB-T2 формата.;3
Купила ее из-за скороварки, но потом поняла что это не главное ее достоинство. Программ очень много, приготовить можно фактически все, даже такие блюда как манты, лазанья, картошка-фри, попкорн, наггетсы, твороги и йогурты. На плите это мне не удавалось сделать, а вот с мультиваркой пожалуйста. Под давлением люблю готовить мясо и бобовые, а остальные блюда готовятся и без давления очень быстро.;1
Брал на кухню, потратил кучу времени пока нашел более менее оптимальное положение экрана, чтобы можно было смотреть с разных точек и картинка не засвечивалась, идеального положения добиться так и не удалось( Поверил хорошим отзывам- разочарован.;3
жалею что купил гениуса, т.к. может сигнал у него и стабильней, но кнопки, колесо, это просто жуть. да и легкая очень в руке не лежит хорошо. оставлю прозапас))));3
Покупала брату, очень долго раздумывала, что бы не промахнуться с выбором, прочитала много отзывов и не чуточку не разочаровалась, телефон, конечно, великоват, как по мне, но для мужчины, в целом, - самое оно, вполне удобный. У меня только хорошие впечатления. Есть много функций, включая интернет и gps, брат уже приспособил телефон, как навигатор, говорит, что справляется с этой функцией шикарно. За свою цену это полноценный смартфон с хорошей защитой, убивать специально я его бы не стала, но какие-то бытовые передряги выдержит без проблем, уверена. Сеть ловит отлично, брат всегда на связи, даже когда заезжает в какие-то дебри, да и слышимость хорошая, не смотря на защищенность, думали, будет хуже. Одним словом в выборе подарка не ошиблась, для молодого активного человека - самое оно.;3
в общем клавиатура хорошая,недостаток один который выше описан,за такую цену не плохо,дизайн хороший,брать или нет - сами смотрите,если ищите клавиатуру с тихим ходом то эта не для этого,пару месяцев и все,клавиши которыми активно пользуются становятся громкими;3
Очень хороший смартфончик. Шустренький и простой в управлении, фотки получаются неплохие. Мне очень даже нравится эта модель));3
Пользуюсь этими весами уже несколько месяцев. Цифры четкие, показания правильные. По крайней мере вес, не знаю, что там с жиром-содержанием воды, я не думаю, что это весы могут определить, но такая функция тоже есть. Точность 100 гр - это не слишком много, но главное, что не врут.;1
Его бы повыше на 1 см сделать;5
При покупки продавцы пояснили, что технологии в Китае используют современные, поэтому за качество можно не беспокоится. Есть небольшой гул (или даже свист) при скорости после 90 км/ч, но самих шипов или шума не слышно, все в норме.;6
Отличный БП для ежедневной непродолжительной работы. Если компьютер будет работать сутками - выбирайте БП с активным PFC. Или отключите счетчик. :);2
Главное отлично работает, на ходу можно регулировать нагрузку. Ну а перед сборкой желательно трущиеся поверхности рычагов смазать!;2
"долго не мог выбрать между Бош  (как неким ""эталоном"") в аналогичном ценовом диапазоне и этой модель, на окончательном решении сыграли новые технологии (аки прямой привод и инверторный мотор), большой барабан и  дизайн. По работе - двигатель очень тихий , но при наборе и сливе воды звук слышен хорошо. Снизу корпус открыт. По полу вообще не двигается и не прыгает (выставлена по уровню на плитку, ножки в резиновых колпачках, ""шкурку"" из комплекта на пол не клеил). Вибрация при отжиме - рукой практически не ощущается. Считаю, что есть модели LG на 99% одинаковые ""по железу"", но которые дешевле за счёт более аскетичного вида. Но нам понравилась именно эта и о покупке мы ни разу не пожалели.";1
Используем лет 5. Но с появлением ребенка стала тесновата.;1
Телефон супер, зарядил с утра до 100% звонил и чатился к вечеру осталось 95% Короче не слушайте тех кто говорит что у телефона батарея фуфло, батарея супер , если не пользоваться вообще заряд не уходит! При активном использовании  : звонки ,серфинг сафари ,за 12 часов  использования осталось 50% заряда,вообщем супер телефон! До этого была 5ка так по сравнению с ней аккум гораздо приятнее держит !;3
Перешел с Айфона, ни разу не пожалел, все нравится, особенно цена));3
Я покупал радар-детектор наугад, поскольку они для меня все на одно лицо. В функциях особенно не разбирался. Как настроил - так и катаюсь. Но устройство пока не подводило. С помехами он борется хорошо, ложных срабатываний почти не было. Брал свой старый одновременно с этим, то в том было одно ложное срабатывание, пока ехали. Кстати, настраивать лучше с тем, кто в детекторах что-то понимает, а то чувствительность тут высокая, можно и прогадать. Полезная фишка этой модели - встроенные координаты радаров. Видит и Роботы, и Автодорию.Мне пока не доводилось видеть более надежный радар-детектор!;2
"была куплена самая дешёвая модификация этого ноута за 30 005 рублей

для игр вполне хватает мощности железа играл в вартандер на высоких почти настройках с частотой кадров 40 -46 что по мне так играбельно вполне! (средние настройки или золотая середина средне высокие принесут 60 кадров)
в архейдже на высоких присестах 35-43 кадра что тоже очень недурно судя по картинке и удовольствия от игры
мир танков(WOT) настройки ультра 40-49 кадров
в играх даже самых жёстких температура видео карты не превышает 76* а процессора 73 что по мне так очень круто имхо мой старичёк ноут еле держит в этих же играх 88 при том что старичёк на подставке а этот на столе просто тусит)
хорошая яркость монитора и живые и яркие цвета ну опять таки если сидеть прямо перед ним а не с боку";1
Это пылесос подарили нам на свадьбу. Видимо мои родственники очень сильно об о мне заботятся. Этот моющий пылесос помогает мне справится с уборкой ну просто на твердую 5 и без всяких усилий, потому что он очень мощный. Полы моет просто загляденье, воздух такой свежий и чистый после него, такого у меня со шваброй не было))наверное самый ценный подарок;3
связался с ним месяц назад на работе такой поставили , комната 14 квадратов примерно, не отапливаемое. Для того что бы прогреть комнату , до средне комнатной температуры ему надо ЧАСОВ ПЯТЬ не меньше, воздух сушит так , что аж глаза слезятся и дышать нечем. Воздух такой сухой в помещении, через 5 часов - что аж голова кружиться , а меньше держать смысла нет , толка ноль ...;3
Это второй моющий пылесос, которым я пользуюсь, он, конечно выигрывает в красоте, дизайне и весе, но проигрывает в качестве уборки. В целом неплохой пылесос, мне пока нравится.;3
при включенном 3G невозможно дозвониться до некоторых абонентов мтс, отключаешь 3g все нормально, производитель отказыватся давать комментарии по этому поводу. Такая вот особенность модели.;6
Купил себе гаджет из семейства яблок, раньше не любил их, но тут моё мне поменялось на 100%! Не поверите аккумулятор держит заряд неделю!!!!!! Андроид в сравнение не идёт. Его сравнивает тот кто аппл не имел! Советую всем!;3
Классный моник , советую от души, в плане матрицы не разочирует 100%;3
"Странно, но количество пунктов ""недостатки"" гораздо больше, чем достоинств. Но плюсы все равно перевешивают. Мало стекол могут дать подобную картинку с потрясающей цветопередачей. По крайней мере мне очень и очень нравится.";6
Очень нежная, красивая доченьки купили 3 месяца назад) Есть люлька и прогулочный блок.В целом, коляска очень даже удобна в управлении, мягкий ход, несколько раз попадали в ливень без дождевика, ниразу коляска не промокала. Пока я полностью довольна что купили именно её!;3
Хороший ноутбук, качественная сборка, не много устаревший по характеристикам, но это компенсируется его ценой. В первую очередь он приобретался для работ с офисом и интернет серфинга. С этой задачей он справился на ура. На играх не тестил. Немного не хватает подсветки клавиатуры, но это дело привычки. Мне немного не повезло, со старта ужасно     работает модуль wi-fi. В квартире связь только возле роутора, через ж/б стену уже нет. Буду менять на аналогичный.;1
Самый плохой телефон даже за такую цену, очень растроен. В сервисный центр в ближайшее время, повезу т.к. на гарантии.;3
Пользуюсь этой флешкой практически месяц, на данных моментов никаких косяков или же отрицательных моментов мною не обнаружено. Скорость записи всегда на одном уровне и никогда не срывается вниз даже когда переписывал порядка десяти гигов мелких файлов. Понравилось крепление под шнурок, в принципе отличный способ быть уверенным в том что флешка не потеряется если на ней важная информация. По соотношению цена/качество то что надо.;1
"Оказывается у рации есть недокументированные в инструкции возможности.
Для регулировки уровня мощности на выключенной рации жмем PTT, SET и ВКЛ. После включения при нажатой кнопке PTT кнопками UP и DOWN устанавливаем  нужный уровень мощности, что отображается на экране буквами «H», «M», «L». Функция регулировки мощности ""помнит"" о себе и при выключении. Чтобы заблокировать регулировку опять же при включении удерживаем клавиши PTT, SET нажатыми.
Передатчик можно переключить с диапазона LPD на диапазон PMR – для этого при включении радиостанции надо держать нажатыми CH и стрелки вверх-вниз (одновременно). Рядом с номером канала появляется точка. В PMR диапазоне будет доступно 8 каналов, а также CTCSS-коды (тоны).";2
Получается очень вкусный и хрустящий хлебушек, ничего почти делать не надо. Хлебопечка для лентяек как я.) С тех пор как купили хлеб больше не покупаем и выходит экономно, думаю через год-полтора она себя полностью окупит. Муж и дети не дают хлебу остыть съедают всё подчистую. Очень практичная и полезная покупка, по моему мнению.;3
Брала на рынке, не хотела переплачивать и не прогадала !;6
"Для начала: 
Вздулась батарея (телефон использовал только для звонков и интернет серфинга по 3g)
Затем начал глючить тач, правый нижний угол совсем не работал.
Вот так я проходил с ним месяц, затем меня осенило. Гарантия то ведь не кончилась, и я потащил его в место покупки. Там все должным образом оформили etc.
И теперь, спустя 20-25 дней мне звонит производитель и говорит, что чинить ничего не собирается...
Больше не хочу иметь никаких дел с компанией teXet, и никому другому тоже не советую. Брал за 3999 в начале продаж.";3
"Хороший аппарат за эту цену (брал за 4090), сочный  и цветастый экран, все необходимое есть и работает без глюков. По Антуту выдал 15000. Яркий фонарик.
В отличии от аналогичной Супры камера получше - 5мп с автофокусом и есть кнопки на морде как у телефонов, батарея чуть получше. 
Судя по тенденции скоро все смартфоны подтянуться к 6"". )

В эксплуатации две недели - батарея держит два дня при обычной эксплуатации (час серфа и 5-6 звонков в день,3G, 4 фоновых онлайн сервиса, подсветка ближе к минимальной).
При серфе без перерыва часов 5-6 легко и ещё останется для телефона до конца дня.";3
Такой был или есть у очень многих кто снимает на никон, если не заниматься глупостями и не требовать от бюджетного обьектива того что он не в состоянии дать по определению то получается что брать очень даже стоит, прекрасное приобретение для непрофессионалов.;2
"Это мой первый телевик из ""L""- серии.Ну и что тут скажешь : L-ка , она и в Африке L-ка . Ну и очень сложно с ним быть незаметным!";3
Мультиварку можно смело отнести к профессиональной кухонной технике. В ней есть все необходимое, по крайней мере, из того, что мне нужно. Чаша идет с двухслойным антипригарным покрытием. Благодаря индукционному нагреву скорость нагрева значительно выше, а расход электроэнергии существенно меньше. Программы все еще не перепробовала, и видимо еще не скоро это удастся сделать. Но, варка и приготовления на пару это для меня основные функции. Вареники на пару с клубникой (сметана на любителя) неплохо смотрятся на столе и врядли кому-то не понравятся. Отключение автоподогрева хорошая функция, поэтому десерт не превращается в йогурт.;1
Отличный 3D ТВ с достойными характеристиками и возможностями по хорошей цене от одного из лидеров рынка. СМАРТ ТВ не пользовал, так что, пока вопросов нет.;1
Не советую.;6
До этого регистратора имел общение с несколькими моделями, которые после недели использования летели в помойку. Ехать менять или ремонтировать не было ни времени ни желания. Этот живёт в машине уже более года. Сначала снимал его и брал домой потом перестал. Так и висит в мороз и в жару и... РАБОТАЕТ. Периодически снимаю для просмотра и сохранения на ПК интересных моментов. Очень удобно автовключение-выключение. В комплекте очень длинный провод питания. Можно спрятать вдоль обшивки и лобовым стеклом и будет не видно провода. Может у него и не идеальное качество съёмки, но отсутствие лагов при его работе перевесят десятки плюсов более дорогих, навороченных и глючных(говорю только за тех, что пользовал я!) его собратьев.;1
"Перед покупкой читала все отзывы, которые смогла найти. Все как один пишут, что тяжелый пылесос. Пылесос оказался вполне нормальным, а вот шланг с палкой, реально тяжелый. Рука не просто устает, а мышцы после уборки квартиры деревенеют. Не смертельно, привыкаешь, но на ""каждый день"" не всем подойдет. По поводу сухой уборки - если воды точно наливать, тяга хорошая, паром тоже годно. Покупкой в целом довольна. Ухода требует минимального, разобрать, собрать, сполоснуть, занимает пару минут. Можно брать, тем более ценник вполне реальный.";1
В целом неплохой аппарат. Гофре действительно очень долго держится, а вот выпрямлялка плохая-тянет волосы и выпрямляет плохо. Еще не понятно что делать со спиральной насадкой.;1
Обогреватель очень понравился. Жарит нереально.Комнату 17 кв.м. нагревает за 15-30 минут,но с учётом её герметичности (плотно закрыты двери и хорошие пластиковые окна,сквозняков нет).Разница между масляным и микатермическим обогревателями огромна (по моим ощущениям) в пользу микатермического. Правда опыт использования небольшой и поэтому не знаю на сколько его хватит и по затратам электроэнергии пока сказать ничего не могу (время покажет), думаю,что обогреватель своих денег стоит.;1
Аппарат полностью устраивал, пока не возникла надобность отсканировать ФОТО... Стало очень жаль свой сканер EPSON отданный в подарок... качество отсканированного изображения не исправить даже в ФОТОШОПЕ - ни чёткости, ни цвета, ни контрастности... нет точной настройки сканирования... в общем сканер здесь полный отстой... Но фотопечать на уровне;3
Ноут у меня всего 2 дня. Понесу завтра утром сдавать и менять на что-то более дорогое и приятное для глаз.;6
Стоит вместе с 4670К - стабильно 4.5 (больше и не надо) . Не греется, память кингстон 2400 стабильно. После покупки сразу шейте биос ф9 - остальные с глюками (включая тот что с завода), пока не прошился - системник сам откатывался из резервного биоса и соотвественно слетали все настройки, 1 минус который я подметил это что профили настроек биоса нельзя сохранять в память или на HDD  только на внешний носитель (если вдруг слетает биос - все профили летят к чертям =( );2
Заказала дополнительное кольцо... обещали поставить через 30-45 дней...;6
